<<<<<<< HEAD
Team,Winpct,FG,X2P,X2PA,X2Ppct,X3PtM,X3PA,X3Ppct,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,OffRtg,DefRtg,ASTpct,ASTpTO,ASTRatio,OREBpct,DREBpct,REBpct,TORatio,eFGpct,Tspct,FTARate,OppeFGpct,OppFTARate,OppToRatio,OppOREBpct,OppREB,Opp3PM,Opp3PA,Opp3Ppct,Opp2PM,Opp2PA,Opp2Ppct
Los Angeles Lakers,26.3,43.6,2522,5474,0.461,6.5,18.8,34.6,17.6,23.7,11.5,32.3,43.8,20.9,13.3,7.1,4.4,4.8,21.1,19.5,101,107.9,56.2,1.58,16.1,25.2,76.1,49.8,13.6,47.4,51.4,0.278,51.7,0.306,13.4,23.9,44.2,697,1921,0.363,2483,4896,0.507
Memphis Grizzlies,67.5,45.8,2674,5517,0.485,5.2,15.3,34,17.6,22.7,10.3,32.2,42.5,21.8,13.3,8.5,4.3,5.1,19.1,20.2,103,99.8,57.6,1.63,17.1,24.3,75.3,49.9,14,49,53.2,0.276,49.1,0.246,16.1,24.7,42.6,663,1889,0.351,2291,4795,0.478
Miami Heat,44.4,45.6,2329,4671,0.499,6.7,20.1,33.4,17.6,23.7,9.1,30,39.1,19.8,14.8,7.8,4.6,4.4,20,20.9,101.5,103.9,56.4,1.34,16.2,23.2,73.4,48.8,15.9,50,54,0.308,50.5,0.292,15.8,26.6,40.9,666,1887,0.353,2294,4636,0.495
Milwaukee Bucks,50.6,45.9,2538,5222,0.486,6.6,18.3,36.4,16.1,21.2,10.6,31.4,42,23.4,16.7,9.7,5,4.8,22.2,20.2,100.5,99.2,62.4,1.4,17.8,25.2,73.2,49.5,17.2,49.9,53.6,0.259,48.6,0.3,17.7,26.8,42.9,676,1974,0.342,2241,4707,0.476
Minnesota Timberwolves,20,43.8,2580,5597,0.461,5,14.9,33.3,19.8,25.6,11.6,29.3,40.9,21.6,15.1,8.2,3.9,5.4,19.1,21.3,99.7,109.3,59.3,1.44,16.5,26.6,71.7,48.4,15.4,46.8,51.7,0.308,53.6,0.245,15.6,28.2,43.5,697,1897,0.367,2676,5036,0.531
New Orleans Pelicans,53.8,45.7,2522,5212,0.484,7.2,19.4,37,16.4,21.8,11.6,32.1,43.6,22.1,13.4,6.7,6.2,5.8,18.6,18.6,105.3,104.8,58.4,1.65,17.3,27.2,74.9,51.2,14.2,50,53.7,0.263,49.4,0.258,13,25,41.6,537,1605,0.335,2571,5209,0.494
New York Knicks,21,42.8,2322,5112,0.454,6.8,19.7,34.7,14.7,19.1,10.6,29.8,40.4,21.3,14.6,7,4.7,4.3,21.6,19,97.2,107.1,60.6,1.46,16.9,24.5,73.1,48.1,15.5,47,50.8,0.233,51.2,0.308,14.9,26.9,43.5,694,1825,0.38,2337,4767,0.49
Oklahoma City Thunder,53.8,44.6,2552,5255,0.486,7.7,22.7,33.9,18.5,24.5,12.7,34.7,47.4,20.6,14.8,7.3,5.5,4.6,22.3,20.4,104.1,103.2,53.2,1.39,15.5,28.7,75.5,52.5,14.9,49.1,53.2,0.283,48.9,0.285,13.8,24.3,42.8,681,1984,0.343,2404,5024,0.479
Orlando Magic,30.9,45.3,2522,5194,0.486,6.8,19.5,34.7,14,19.2,10,31.8,41.8,20.7,14.9,7.9,3.8,5.4,20.9,18,99.6,105.2,55.1,1.39,16.3,23.1,75.9,49,15.5,49.3,52.5,0.231,51.3,0.279,15,24.1,43.5,682,1853,0.368,2430,4867,0.499
Philadelphia 76ers,22.2,40.7,2073,4617,0.449,8.5,26.3,32.2,16,23.8,11.9,30.9,42.8,20.5,17.7,9.7,6,5.6,21.7,20.2,92.9,102.1,60.8,1.15,15.6,25.5,73,48,17.9,45.9,49.3,0.288,49.7,0.299,17,27,46.3,658,1879,0.35,2387,4906,0.487
Phoenix Suns,48.1,45.1,2480,4990,0.497,8.5,25,34,16.4,21.6,10.9,32.3,43.2,20.2,15.1,8.5,4.7,4.1,21.3,20.3,102.9,103.3,52.1,1.34,15.4,24.5,73.6,48.8,15.2,50.1,53.7,0.251,49.6,0.292,15.6,26.4,45.3,633,1798,0.352,2516,5174,0.486
Portland Trail Blazers,63.8,45.1,2368,4818,0.491,9.9,27.3,36.3,15.6,19.5,10.8,35.2,46,22,13.6,6.5,4.6,3.6,18.1,18.7,105.9,101.2,56.7,1.62,16.9,24.4,76.4,50.9,13.9,50.8,54.5,0.226,47.6,0.239,12.5,23.8,44.5,524,1552,0.338,2606,5571,0.468
Sacramento Kings,33.8,45.3,2549,5267,0.484,5.6,16.5,34.1,22.2,29,11.1,33.2,44.3,20.2,16.4,6.7,3.9,6.2,20.8,23.8,102.2,106.7,55.1,1.23,15.5,26.8,75.4,51.9,16.6,48.8,54,0.36,50.9,0.269,13.1,24.6,41.1,718,2055,0.349,2520,5039,0.5
San Antonio Spurs,67.9,46.7,2531,5007,0.505,8.3,22.7,36.7,16.8,21.5,9.9,33.8,43.7,24.3,14,8.1,5.4,4.4,19.1,19.7,106.2,99.4,62.2,1.74,18.5,23.5,77.3,50.9,14.4,51.7,55.4,0.257,48.4,0.255,14.7,22.7,42.2,558,1550,0.36,2486,5311,0.468
Toronto Raptors,60,45.5,2382,4769,0.499,8.8,25,35.2,19.6,24.9,10.9,30.8,41.7,20.7,12.8,7.5,4.3,5.1,21,20.5,108.3,105,54.6,1.62,16.2,25.8,73.3,49.5,13.3,50.8,55.3,0.298,50.7,0.286,15,26.7,42.4,633,1828,0.346,2483,4959,0.501
Utah Jazz,46.3,44.7,2290,4711,0.486,7.4,21.6,34.4,17.1,23.6,12,31.9,43.9,19.8,15.3,7.5,6,4.6,19.3,19.6,102.7,102,56.2,1.29,15.9,29.2,76.2,52.9,16.6,49.4,53.2,0.299,49,0.265,14.1,23.8,39.1,604,1670,0.362,2331,4917,0.474
Washington Wizards,57.5,46.4,2642,5409,0.488,6,16.7,36.1,15.9,21.5,10.4,34,44.4,24,15.1,7.3,4.6,4.2,20.9,19.7,102.1,100,62.8,1.59,18.3,24.8,77.4,51.7,15.6,50.1,53.6,0.261,48.1,0.287,14.3,22.6,41.5,657,1885,0.349,2308,4959,0.465
=======
Team,Winpct,FG,X3PtM,X3PA,X3Ppct,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,OffRtg,DefRtg,ASTpct,ASTpTO,ASTRatio,OREBpct,DREBpct,REBpct,TORatio,eFGpct,Tspct,FTARate,OppeFGpct,OppFTARate,OppToRatio,OppOREBpct,OppFGpct,Opp3PtPct,OppREB
Atlanta Hawks,74.1,46.7,10,26.2,38.2,16.6,21.3,8.7,31.8,40.5,25.9,14.2,9.1,4.6,4.9,17.8,19.7,106.5,100.8,67.9,1.82,19.7,21.4,73.3,48.2,14.7,52.8,56.5,0.262,49.2,0.241,16.6,26.7,43.9,34.1,43.6
Boston Celtics,47.5,44.3,8,24.6,32.6,15.6,20.6,11.1,32.8,43.8,24.4,13.8,8.2,3.5,5.3,21.3,18.9,101.8,102.2,62.6,1.77,18,24.7,75.1,49.5,13.8,48.9,52.3,0.235,49.4,0.276,15.2,24.9,45,33.6,44.7
Brooklyn Nets,45.7,45.1,6.6,19.9,33.1,16.6,22.1,10.4,32,42.4,20.9,13.8,7,4.1,4.5,19.3,20,101.8,105.1,55.8,1.51,16.4,23.9,73.7,48.9,14.4,49,52.8,0.267,50.6,0.254,14.4,26.3,45.5,35.8,44.4
Charlotte Hornets,40.7,42,6,18.9,31.7,17.1,22.9,10,34.1,44.2,20.2,11.9,6.1,5.5,5.4,18.3,20.9,97.6,100.9,56.9,1.7,15.9,22.1,79.3,49.9,12.3,45.6,49.7,0.27,48.6,0.246,13.1,20.7,43.9,35.7,44.3
Chicago Bulls,60.5,44.2,7.9,22.2,35.4,19.7,25.2,11.8,33.9,45.7,21.8,13.9,6.2,5.8,5.3,18.3,21.2,104.9,101.7,59.5,1.57,16.8,27.1,74.3,51.3,14.4,48.9,53.6,0.304,47.4,0.245,12.6,25.7,43.6,33.6,43.4
Cleveland Cavaliers,64.2,45.8,10,27.4,36.4,17.8,23.7,11.1,31.8,43,22,14.3,7.4,4.1,4.5,18.4,20.6,107.7,104.1,58.6,1.55,17.1,26.8,74.8,51.2,14.9,51.9,55.7,0.288,50.2,0.238,14.1,25.2,45.6,34.3,41
Dallas Mavericks,61.3,46.3,8.9,25.5,35.1,16.8,22.3,10.4,31.7,42.1,22.6,12.9,8.1,4.5,3.8,20.1,22.2,107.3,103.7,56.9,1.76,17.2,23.5,72.1,47.7,13.1,51.5,55,0.26,50.4,0.272,16.5,27.9,45,36.5,46.2
Denver Nuggets,37.5,43.2,8,24.8,32.4,17.7,24.2,12.2,32.4,44.6,21.8,14.1,7.8,4.5,6.1,22.9,20.7,101.4,105.2,57.8,1.54,16.3,26.3,74.8,49.7,14.2,47.8,51.7,0.277,50.3,0.317,14.4,25.2,45.7,34.4,45.1
Detroit Pistons,38.3,43.1,8.6,24.9,34.4,15.7,22.4,12.8,32.1,44.9,21.6,13.4,7.5,4.7,4.8,19,19.3,102.1,104.3,58.4,1.61,16.5,27.7,75,50.4,13.9,48.1,51.4,0.26,50.3,0.248,14.5,25,45.6,35.5,44.2
Golden State Warriors,81.3,47.7,10.7,27.1,39.6,15.8,20.6,10.4,34.4,44.8,27.4,14.4,9.3,6,3.6,19.8,18.7,109.4,98,65.8,1.9,19.8,24,74.6,50.1,14.4,53.8,57,0.236,46.9,0.282,15.9,25.4,42.7,33.7,44.6
Houston Rockets,67.9,44.3,11.4,32.7,34.7,18.5,25.9,11.8,31.8,43.6,22.1,16.6,9.5,4.9,5.3,22,21.1,104.1,100.7,59.9,1.33,16.6,26.9,72.9,49.9,16.7,51.1,54.7,0.311,48.7,0.278,16.4,27.1,44.4,32.4,43.8
Indiana Pacers,46.3,44.1,7.4,21.1,35.3,16.9,22.3,10.4,34.5,44.8,21.5,14,6.2,4.5,4.8,21.2,21.4,101.1,101,58.8,1.54,16.8,24,78.1,51.4,14.5,48.5,52.5,0.269,48,0.289,13.2,21.9,43.5,34.6,42.5
Los Angeles Clippers,67.5,47.3,10.1,26.8,37.6,17.8,25.2,9.5,33.1,42.6,24.8,12.3,7.8,5,3,21.4,21.5,109.8,102.9,62.9,2.01,18.8,22.7,76.1,49.9,12.7,53.3,56.5,0.302,49.3,0.314,14.7,23.9,44.3,34.7,42.8
Los Angeles Lakers,26.3,43.6,6.5,18.8,34.6,17.6,23.7,11.5,32.3,43.8,20.9,13.3,7.1,4.4,4.8,21.1,19.5,101,107.9,56.2,1.58,16.1,25.2,76.1,49.8,13.6,47.4,51.4,0.278,51.7,0.306,13.4,23.9,46.5,36.2,44.2
Memphis Grizzlies,67.5,45.8,5.2,15.3,34,17.6,22.7,10.3,32.2,42.5,21.8,13.3,8.5,4.3,5.1,19.1,20.2,103,99.8,57.6,1.63,17.1,24.3,75.3,49.9,14,49,53.2,0.276,49.1,0.246,16.1,24.7,44.1,34.9,42.6
Miami Heat,44.4,45.6,6.7,20.1,33.4,17.6,23.7,9.1,30,39.1,19.8,14.8,7.8,4.6,4.4,20,20.9,101.5,103.9,56.4,1.34,16.2,23.2,73.4,48.8,15.9,50,54,0.308,50.5,0.292,15.8,26.6,45.4,35.6,40.9
Milwaukee Bucks,50.6,45.9,6.6,18.3,36.4,16.1,21.2,10.6,31.4,42,23.4,16.7,9.7,5,4.8,22.2,20.2,100.5,99.2,62.4,1.4,17.8,25.2,73.2,49.5,17.2,49.9,53.6,0.259,48.6,0.3,17.7,26.8,43.6,34.1,42.9
Minnesota Timberwolves,20,43.8,5,14.9,33.3,19.8,25.6,11.6,29.3,40.9,21.6,15.1,8.2,3.9,5.4,19.1,21.3,99.7,109.3,59.3,1.44,16.5,26.6,71.7,48.4,15.4,46.8,51.7,0.308,53.6,0.245,15.6,28.2,48.6,36.7,43.5
New Orleans Pelicans,53.8,45.7,7.2,19.4,37,16.4,21.8,11.6,32.1,43.6,22.1,13.4,6.7,6.2,5.8,18.6,18.6,105.3,104.8,58.4,1.65,17.3,27.2,74.9,51.2,14.2,50,53.7,0.263,49.4,0.258,13,25,45.5,33.5,41.6
New York Knicks,21,42.8,6.8,19.7,34.7,14.7,19.1,10.6,29.8,40.4,21.3,14.6,7,4.7,4.3,21.6,19,97.2,107.1,60.6,1.46,16.9,24.5,73.1,48.1,15.5,47,50.8,0.233,51.2,0.308,14.9,26.9,45.9,38,43.5
Oklahoma City Thunder,53.8,44.6,7.7,22.7,33.9,18.5,24.5,12.7,34.7,47.4,20.6,14.8,7.3,5.5,4.6,22.3,20.4,104.1,103.2,53.2,1.39,15.5,28.7,75.5,52.5,14.9,49.1,53.2,0.283,48.9,0.285,13.8,24.3,44,34.4,42.8
Orlando Magic,30.9,45.3,6.8,19.5,34.7,14,19.2,10,31.8,41.8,20.7,14.9,7.9,3.8,5.4,20.9,18,99.6,105.2,55.1,1.39,16.3,23.1,75.9,49,15.5,49.3,52.5,0.231,51.3,0.279,15,24.1,46.3,36.8,43.5
Philadelphia 76ers,22.2,40.7,8.5,26.3,32.2,16,23.8,11.9,30.9,42.8,20.5,17.7,9.7,6,5.6,21.7,20.2,92.9,102.1,60.8,1.15,15.6,25.5,73,48,17.9,45.9,49.3,0.288,49.7,0.299,17,27,44.9,35,46.3
Phoenix Suns,48.1,45.1,8.5,25,34,16.4,21.6,10.9,32.3,43.2,20.2,15.1,8.5,4.7,4.1,21.3,20.3,102.9,103.3,52.1,1.34,15.4,24.5,73.6,48.8,15.2,50.1,53.7,0.251,49.6,0.292,15.6,26.4,45.1,35.1,45.3
Portland Trail Blazers,63.8,45.1,9.9,27.3,36.3,15.6,19.5,10.8,35.2,46,22,13.6,6.5,4.6,3.6,18.1,18.7,105.9,101.2,56.7,1.62,16.9,24.4,76.4,50.9,13.9,50.8,54.5,0.226,47.6,0.239,12.5,23.8,43.9,33.7,44.5
Sacramento Kings,33.8,45.3,5.6,16.5,34.1,22.2,29,11.1,33.2,44.3,20.2,16.4,6.7,3.9,6.2,20.8,23.8,102.2,106.7,55.1,1.23,15.5,26.8,75.4,51.9,16.6,48.8,54,0.36,50.9,0.269,13.1,24.6,45.7,35,41.1
San Antonio Spurs,67.9,46.7,8.3,22.7,36.7,16.8,21.5,9.9,33.8,43.7,24.3,14,8.1,5.4,4.4,19.1,19.7,106.2,99.4,62.2,1.74,18.5,23.5,77.3,50.9,14.4,51.7,55.4,0.257,48.4,0.255,14.7,22.7,44.3,35.9,42.2
Toronto Raptors,60,45.5,8.8,25,35.2,19.6,24.9,10.9,30.8,41.7,20.7,12.8,7.5,4.3,5.1,21,20.5,108.3,105,54.6,1.62,16.2,25.8,73.3,49.5,13.3,50.8,55.3,0.298,50.7,0.286,15,26.7,46.1,34.8,42.4
Utah Jazz,46.3,44.7,7.4,21.6,34.4,17.1,23.6,12,31.9,43.9,19.8,15.3,7.5,6,4.6,19.3,19.6,102.7,102,56.2,1.29,15.9,29.2,76.2,52.9,16.6,49.4,53.2,0.299,49,0.265,14.1,23.8,44.4,36.1,39.1
Washington Wizards,57.5,46.4,6,16.7,36.1,15.9,21.5,10.4,34,44.4,24,15.1,7.3,4.6,4.2,20.9,19.7,102.1,100,62.8,1.59,18.3,24.8,77.4,51.7,15.6,50.1,53.6,0.261,48.1,0.287,14.3,22.6,43.4,34.6,41.5
>>>>>>> a97e4df9a374431f09cbbd7af0cd7f6ff2c1de45
